transaction_id,timestamp,sender_id,receiver_id,amount,currency,payment_channel,city,country,merchant_category,transaction_type,risk_score,is_structured,rapid_movement_flag,suspicious_flag,ml_label
T100201,2024-01-04 03:59:00,SND1107,RCV2239,1133.73,INR,UPI,Hyderabad,India,Retail,refund,0.29,0,0,0,0
T100202,2024-01-02 00:38:00,SND1075,RCV2088,300.55,INR,UPI,Delhi,India,Services,payment,26.39,0,0,0,0
T100203,2024-01-02 18:14:00,SND1093,RCV2038,4844.62,INR,IMPS,Hyderabad,India,Forex,transfer,40.98,0,0,0,0
T100204,2024-01-01 01:34:00,SND1169,RCV2054,160.39,INR,UPI,Jaipur,India,Grocery,payout,19.89,0,0,0,0
T100205,2024-01-01 03:10:00,SND1093,RCV2112,493.51,INR,NEFT,Kolkata,India,Grocery,payment,29.23,0,0,0,0
T100206,2024-01-03 21:56:00,SND1147,RCV2265,2100.11,INR,UPI,Mumbai,India,Retail,payout,0.0,0,0,0,0
T100207,2024-01-01 11:03:00,SND1187,RCV2153,825.66,INR,IMPS,Surat,India,Services,payment,49.75,0,0,1,0
T100208,2024-01-02 06:01:00,SND1045,RCV2270,934.29,INR,UPI,Ahmedabad,India,Retail,transfer,10.21,0,0,0,0
T100209,2024-01-01 01:32:00,SND1115,RCV2068,1196.8,INR,NEFT,Jaipur,India,Retail,payment,38.2,0,0,1,0
T100210,2024-01-01 00:20:00,SND1002,RCV2037,1545.13,INR,UPI,Pune,India,Forex,payout,21.87,1,0,0,0
T100211,2024-01-01 17:20:00,SND1015,RCV2212,253.08,INR,UPI,Pune,India,Jewellery,transfer,39.36,0,0,0,0
T100212,2024-01-01 01:26:00,SND1016,RCV2110,2144.47,INR,UPI,Mumbai,India,Travel,payment,19.27,0,0,1,0
T100213,2024-01-03 06:14:00,SND1150,RCV2125,57.02,INR,UPI,Jaipur,India,Grocery,payment,26.73,0,0,0,0
T100214,2024-01-02 19:16:00,SND1174,RCV2191,728.31,INR,UPI,Kolkata,India,Grocery,payment,0.0,0,0,0,0
T100215,2024-01-05 17:44:00,SND1082,RCV2282,199.18,INR,Card,Bengaluru,India,Services,payment,14.64,0,0,0,0
T100216,2024-01-02 08:41:00,SND1001,RCV2006,4116.92,INR,IMPS,Pune,India,Services,payment,14.46,0,0,0,0
T100217,2024-01-01 14:30:00,SND1144,RCV2004,787.6,INR,UPI,Mumbai,India,Electronics,payment,22.15,0,0,1,0
T100218,2024-01-01 15:36:00,SND1195,RCV2083,1510.66,INR,UPI,Bengaluru,India,Hospitality,refund,19.59,0,0,0,0
T100219,2024-01-06 08:42:00,SND1168,RCV2218,125.39,INR,NEFT,Delhi,India,Grocery,payment,15.99,0,0,0,0
T100220,2024-01-02 06:50:00,SND1038,RCV2229,854.16,INR,RTGS,Bengaluru,India,CryptoExchange,refund,55.05,0,0,0,0
T100221,2024-01-03 19:01:00,SND1064,RCV2265,369.45,INR,Card,Chennai,India,Electronics,payment,35.21,0,0,0,0
T100222,2024-01-01 00:31:00,SND1067,RCV2136,4750.24,INR,UPI,Surat,India,Travel,payment,19.62,0,0,0,0
T100223,2024-01-01 02:56:00,SND1152,RCV2270,1088.39,INR,UPI,Bengaluru,India,Forex,refund,69.34,0,0,1,1
T100224,2024-01-01 07:24:00,SND1150,RCV2046,670.02,INR,UPI,Delhi,India,Retail,payment,30.23,0,0,0,0
T100225,2024-01-03 12:46:00,SND1037,RCV2163,1188.73,INR,UPI,Surat,India,Jewellery,payment,67.06,0,0,1,1
T100226,2024-01-01 07:41:00,SND1106,RCV2283,2957.28,INR,UPI,Chennai,India,Grocery,payout,35.82,0,0,1,0
T100227,2024-01-03 03:04:00,SND1017,RCV2149,1380.11,INR,UPI,Hyderabad,India,Jewellery,payment,41.36,0,0,0,0
T100228,2024-01-01 17:34:00,SND1120,RCV2037,1099.82,INR,IMPS,Chennai,India,Travel,transfer,16.87,0,1,0,0
T100229,2024-01-01 19:31:00,SND1022,RCV2060,2655.24,INR,IMPS,Pune,India,Electronics,transfer,39.02,0,0,0,0
T100230,2024-01-01 10:33:00,SND1079,RCV2212,131.23,INR,IMPS,Pune,India,Retail,payout,33.83,0,0,0,0
T100231,2024-01-02 07:26:00,SND1028,RCV2086,1786.01,INR,UPI,Pune,India,Grocery,transfer,27.24,0,0,0,0
T100232,2024-01-01 11:44:00,SND1032,RCV2125,3332.62,INR,UPI,Surat,India,CryptoExchange,payment,27.4,0,0,0,0
T100233,2024-01-01 13:37:00,SND1125,RCV2071,813.54,INR,IMPS,Mumbai,India,Jewellery,transfer,33.98,0,0,0,0
T100234,2024-01-03 20:08:00,SND_HF_15,RCV2204,1036.89,INR,Card,Pune,India,Retail,transfer,12.91,0,0,0,0
T100235,2024-01-01 18:06:00,SND1061,RCV2024,796.67,INR,IMPS,Surat,India,Electronics,payment,0.73,0,0,0,0
T100236,2024-01-03 09:25:00,SND1079,RCV2117,910.29,INR,UPI,Delhi,India,Grocery,payment,19.45,0,1,0,0
T100237,2024-01-01 07:46:00,SND1135,RCV2203,2048.49,INR,IMPS,Kolkata,India,CryptoExchange,payment,29.53,0,0,0,0
T100238,2024-01-02 03:17:00,SND1066,RCV2181,1416.31,INR,IMPS,Kolkata,India,Grocery,transfer,39.34,1,0,0,0
T100239,2024-01-01 22:03:00,SND1091,RCV2206,1314.88,INR,UPI,Surat,India,Hospitality,transfer,34.52,0,0,1,0
T100240,2024-01-02 13:04:00,SND1191,RCV2058,335.32,INR,IMPS,Surat,India,Services,transfer,45.5,0,0,0,0
T100241,2024-01-01 05:40:00,SND1169,RCV2266,348.95,INR,UPI,Ahmedabad,India,Forex,payout,58.45,0,0,0,0
T100242,2024-01-02 05:17:00,SND1177,RCV2278,2396.23,INR,UPI,Hyderabad,India,Jewellery,refund,23.38,0,0,0,0
T100243,2024-01-02 11:26:00,SND1134,RCV2206,2156.0,INR,UPI,Kolkata,India,Hospitality,transfer,31.01,0,0,0,0
T100244,2024-01-01 10:13:00,SND1124,RCV2162,1501.54,INR,IMPS,Hyderabad,India,Grocery,payment,45.9,0,0,1,0
T100245,2024-01-02 21:56:00,SND1181,RCV2037,10218.63,INR,UPI,Surat,India,Retail,payment,21.56,0,0,0,0
T100246,2024-01-01 12:45:00,SND_HF_27,RCV2290,230869.61,INR,Card,Mumbai,India,Hospitality,payment,64.25,0,0,0,0
T100247,2024-01-02 05:28:00,SND1024,RCV2028,885.88,INR,IMPS,Jaipur,India,Electronics,payment,36.36,0,0,0,0
T100248,2024-01-02 01:00:00,SND1058,RCV2148,1582.63,INR,IMPS,Kolkata,India,Services,payment,34.07,1,0,0,0
T100249,2024-01-01 01:51:00,SND1058,RCV2181,264.77,INR,NEFT,Kolkata,India,Grocery,payment,14.68,1,0,0,0
T100250,2024-01-05 03:01:00,SND_HF_16,RCV2058,2741.67,INR,IMPS,Hyderabad,India,Jewellery,payment,19.9,0,0,0,0
T100251,2024-01-02 05:57:00,SND1167,RCV2147,835.74,INR,UPI,Kolkata,India,Services,payout,15.31,0,0,0,0
T100252,2024-01-04 00:24:00,SND1175,RCV2214,2444.09,INR,Card,Kolkata,India,Electronics,transfer,44.38,0,0,1,0
T100253,2024-01-01 14:13:00,SND1052,RCV2272,4180.09,INR,UPI,Delhi,India,Retail,payment,41.11,0,0,1,0
T100254,2024-01-01 03:32:00,SND1051,RCV2083,2146.26,INR,Card,Ahmedabad,India,Retail,payment,28.15,0,1,0,0
T100255,2024-01-01 15:10:00,SND1163,RCV2035,2493.41,INR,UPI,Hyderabad,India,Services,payment,1.73,1,0,0,0
T100256,2024-01-02 03:37:00,SND1095,RCV2191,1066.34,INR,UPI,Bengaluru,India,Retail,payment,17.59,0,0,0,0
T100257,2024-01-01 11:02:00,SND1008,RCV2088,1660.38,INR,IMPS,Surat,India,Electronics,payment,35.54,0,0,0,0
T100258,2024-01-01 15:28:00,SND1081,RCV2200,1000.09,INR,IMPS,Pune,India,Retail,transfer,25.6,0,0,0,0
T100259,2024-01-04 01:32:00,SND1133,RCV2187,1562.38,INR,UPI,Pune,India,Services,transfer,9.37,0,0,0,0
T100260,2024-01-01 06:01:00,SND1194,RCV2236,3512.52,INR,NEFT,Hyderabad,India,Services,payment,14.75,0,0,1,0
T100261,2024-01-02 03:07:00,SND1030,RCV2189,48.34,INR,UPI,Chennai,India,Services,payment,5.06,0,1,0,0
T100262,2024-01-03 04:26:00,SND1019,RCV2272,415.91,INR,Card,Pune,India,Electronics,payment,24.38,0,0,0,0
T100263,2024-01-01 05:35:00,SND1001,RCV2285,2210.92,INR,UPI,Delhi,India,Retail,payment,17.19,0,0,0,0
T100264,2024-01-02 07:49:00,SND1179,RCV2052,63.3,INR,NEFT,Kolkata,India,Services,cash_withdrawal,29.74,0,0,0,0
T100265,2024-01-03 01:28:00,SND1184,RCV2154,726.45,INR,IMPS,Bengaluru,India,Hospitality,payment,31.36,0,0,0,0
T100266,2024-01-02 03:48:00,SND1150,RCV2101,1688345.41,INR,NEFT,Jaipur,India,Electronics,payment,39.46,0,1,0,0
T100267,2024-01-02 06:19:00,SND1005,RCV2027,4420.77,INR,IMPS,Kolkata,India,Grocery,cash_withdrawal,1.52,0,0,0,0
T100268,2024-01-02 02:06:00,SND1187,RCV2185,240.17,INR,UPI,Mumbai,India,Retail,cash_withdrawal,24.93,0,0,0,0
T100269,2024-01-01 06:00:00,SND1110,RCV2075,636.52,INR,UPI,Delhi,India,Retail,payment,20.42,1,0,0,0
T100270,2024-01-01 10:37:00,SND1066,RCV2194,95.82,INR,UPI,Jaipur,India,CryptoExchange,payment,56.89,0,0,0,0
T100271,2024-01-01 10:33:00,SND1088,RCV2148,2676.33,INR,UPI,Mumbai,India,Retail,transfer,16.45,0,0,0,0
T100272,2024-01-02 09:20:00,SND1120,RCV2069,642.29,INR,IMPS,Kolkata,India,Forex,payment,40.0,0,0,0,0
T100273,2024-01-01 02:52:00,SND1060,RCV2236,683.05,INR,UPI,Hyderabad,India,Electronics,payment,36.15,0,0,1,0
T100274,2024-01-02 11:50:00,SND1107,RCV2089,2078.45,INR,NEFT,Hyderabad,India,Grocery,transfer,11.38,1,1,0,0
T100275,2024-01-01 08:12:00,SND1100,RCV2248,677.58,INR,IMPS,Mumbai,India,Retail,payout,13.7,0,0,1,0
T100276,2024-01-02 03:09:00,SND1140,RCV2077,1260.99,INR,UPI,Ahmedabad,India,Hospitality,transfer,8.12,0,0,0,0
T100277,2024-01-04 18:28:00,SND1048,RCV2025,570.52,INR,UPI,Delhi,India,Services,payment,0.0,0,0,0,0
T100278,2024-01-01 04:07:00,SND1018,RCV2238,129.87,INR,UPI,Kolkata,India,Travel,cash_withdrawal,18.26,0,0,0,0
T100279,2024-01-01 19:34:00,SND1163,RCV2127,119.03,INR,UPI,Kolkata,India,RealEstate,payment,38.76,0,0,0,0
T100280,2024-01-02 17:16:00,SND1002,RCV2279,466.41,INR,UPI,Delhi,India,Services,cash_withdrawal,23.38,0,0,0,0
T100281,2024-01-02 01:15:00,SND1196,RCV2059,3370.75,INR,RTGS,Hyderabad,India,Services,payment,30.39,1,0,0,0
T100282,2024-01-01 18:57:00,SND1014,RCV2095,3487.81,INR,UPI,Ahmedabad,India,Retail,payment,18.58,0,0,0,0
T100283,2024-01-03 06:33:00,SND1021,RCV2149,473.72,INR,Card,Bengaluru,India,Services,payment,26.29,0,0,0,0
T100284,2024-01-01 07:21:00,SND1082,RCV2068,1196.0,INR,UPI,Delhi,India,Retail,payment,25.83,1,0,1,0
T100285,2024-01-01 00:33:00,SND1077,RCV2047,409.49,INR,UPI,Chennai,India,Services,payment,23.77,0,0,0,0
T100286,2024-01-01 01:13:00,SND1053,RCV2271,758.58,INR,UPI,Surat,India,Services,transfer,3.51,0,0,0,0
T100287,2024-01-01 00:12:00,SND1058,RCV2078,3528.92,INR,UPI,Ahmedabad,India,Retail,payment,7.82,0,0,0,0
T100288,2024-01-01 10:00:00,SND1007,RCV2207,87.82,INR,NEFT,Chennai,India,Retail,payment,0.0,0,0,0,0
T100289,2024-01-01 05:51:00,SND1105,RCV2164,260.68,INR,UPI,Hyderabad,India,Grocery,payment,14.38,1,0,0,0
T100290,2024-01-02 05:18:00,SND1018,RCV2140,5606.6,INR,UPI,Kolkata,India,Services,payment,12.96,0,0,0,0
T100291,2024-01-02 13:16:00,SND1131,RCV2004,2018.84,INR,UPI,Surat,India,Retail,cash_withdrawal,0.0,1,0,0,0
T100292,2024-01-01 04:09:00,SND1158,RCV2188,6327.12,INR,IMPS,Kolkata,India,Grocery,refund,20.14,0,1,0,0
T100293,2024-01-01 10:54:00,SND1138,RCV2003,1122.25,INR,UPI,Mumbai,India,Services,cash_withdrawal,51.56,0,0,0,0
T100294,2024-01-01 09:43:00,SND1023,RCV2018,5815.71,INR,RTGS,Bengaluru,India,Grocery,transfer,45.01,0,0,0,0
T100295,2024-01-01 10:45:00,SND_HF_10,RCV2297,1482.57,INR,IMPS,Surat,India,Electronics,transfer,42.85,0,0,0,0
T100296,2024-01-01 04:00:00,SND1079,RCV2088,615.14,INR,UPI,Jaipur,India,CryptoExchange,transfer,39.62,0,0,0,0
T100297,2024-01-02 09:27:00,SND1056,RCV2284,1354.79,INR,UPI,Pune,India,Jewellery,payment,45.23,0,0,0,0
T100298,2024-01-01 17:23:00,SND1197,RCV2021,1805.16,INR,Card,Jaipur,India,Electronics,transfer,39.56,0,0,1,0
T100299,2024-01-04 14:01:00,SND1148,RCV2230,1511800.5,INR,UPI,Pune,India,RealEstate,payment,86.49,0,0,0,0
T100300,2024-01-02 10:58:00,SND1108,RCV2103,542.41,INR,IMPS,Chennai,India,Travel,payment,37.55,0,0,0,0
T100301,2024-01-01 02:57:00,SND1152,RCV2218,159.67,INR,UPI,Pune,India,Retail,transfer,22.01,0,0,1,0
T100302,2024-01-01 02:16:00,SND1019,RCV2192,980.72,INR,UPI,Delhi,India,Travel,transfer,8.12,0,0,0,0
T100303,2024-01-02 15:24:00,SND1108,RCV2166,1049.6,INR,IMPS,Jaipur,India,Electronics,payment,14.01,0,0,0,0
T100304,2024-01-01 04:28:00,SND1041,RCV2114,1331.25,INR,NEFT,Kolkata,India,CryptoExchange,transfer,25.97,1,0,0,0
T100305,2024-01-02 00:41:00,SND1018,RCV2229,260.71,INR,Card,Ahmedabad,India,Forex,transfer,38.92,0,0,1,1
T100306,2024-01-02 16:19:00,SND1109,RCV2050,41.73,INR,UPI,Jaipur,India,Services,transfer,29.4,0,0,0,0
T100307,2024-01-02 02:39:00,SND1172,RCV2027,646.11,INR,IMPS,Bengaluru,India,Retail,payment,22.8,1,0,1,0
T100308,2024-01-01 04:02:00,SND1092,RCV2109,813.77,INR,UPI,Chennai,India,Grocery,refund,22.59,0,0,0,0
T100309,2024-01-02 06:41:00,SND1124,RCV2160,755.74,INR,UPI,Mumbai,India,Forex,transfer,36.96,1,0,1,1
T100310,2024-01-01 04:07:00,SND1151,RCV2243,1261.55,INR,Card,Delhi,India,Retail,payout,35.93,0,0,0,0
T100311,2024-01-01 12:48:00,SND1175,RCV2131,577.53,INR,IMPS,Kolkata,India,Hospitality,payment,22.51,0,0,0,0
T100312,2024-01-05 21:56:00,SND1133,RCV2199,960.96,INR,UPI,Chennai,India,Retail,payout,25.98,0,0,0,0
T100313,2024-01-01 00:25:00,SND1028,RCV2189,1423.87,INR,UPI,Hyderabad,India,Retail,payment,12.66,0,0,0,0
T100314,2024-01-03 12:08:00,SND1094,RCV2067,470.75,INR,NEFT,Ahmedabad,India,RealEstate,transfer,55.59,0,0,0,0
T100315,2024-01-02 06:58:00,SND1178,RCV2264,2578.95,INR,IMPS,Chennai,India,Hospitality,payment,28.61,0,0,1,0
T100316,2024-01-01 19:26:00,SND1110,RCV2265,743.37,INR,UPI,Hyderabad,India,Jewellery,payment,44.24,0,0,1,0
T100317,2024-01-02 04:26:00,SND1076,RCV2008,4830.5,INR,UPI,Pune,India,Retail,payment,14.36,0,0,1,0
T100318,2024-01-05 01:16:00,SND1109,RCV2011,2398.02,INR,IMPS,Jaipur,India,Retail,payment,36.58,1,0,1,0
T100319,2024-01-01 11:13:00,SND_HF_25,RCV2091,803.46,INR,UPI,Ahmedabad,India,CryptoExchange,payment,39.27,0,1,0,0
T100320,2024-01-02 02:36:00,SND1023,RCV2093,288.6,INR,UPI,Delhi,India,Hospitality,transfer,0.0,0,0,0,0
T100321,2024-01-01 14:21:00,SND1146,RCV2025,2673.44,INR,UPI,Jaipur,India,CryptoExchange,transfer,76.92,1,0,0,0
T100322,2024-01-01 10:36:00,SND1187,RCV2027,3029.62,INR,UPI,Surat,India,Services,transfer,49.53,0,0,1,0
T100323,2024-01-02 09:23:00,SND1162,RCV2045,1514312.22,INR,NEFT,Surat,India,Services,cash_withdrawal,46.35,0,0,0,0
T100324,2024-01-01 22:02:00,SND1150,RCV2076,1295.6,INR,UPI,Jaipur,India,Retail,payment,11.95,0,1,0,0
T100325,2024-01-01 13:22:00,SND1108,RCV2020,1422.83,INR,UPI,Pune,India,Electronics,cash_withdrawal,30.74,1,0,1,0
T100326,2024-01-01 12:48:00,SND1040,RCV2248,153.62,INR,UPI,Delhi,India,Services,payment,6.63,0,0,0,0
T100327,2024-01-02 00:33:00,SND1189,RCV2152,2977.11,INR,NEFT,Jaipur,India,Electronics,refund,19.07,0,0,0,0
T100328,2024-01-01 09:50:00,SND1041,RCV2235,738.55,INR,UPI,Hyderabad,India,Forex,payment,33.63,0,0,0,0
T100329,2024-01-01 00:29:00,SND1124,RCV2014,2996.93,INR,UPI,Surat,India,Services,payment,25.99,0,0,0,0
T100330,2024-01-02 03:42:00,SND1145,RCV2092,8698.63,INR,IMPS,Jaipur,India,Services,payment,25.04,0,0,1,0
T100331,2024-01-03 17:19:00,SND1119,RCV2036,2138.48,INR,IMPS,Delhi,India,Travel,cash_withdrawal,16.59,0,0,1,0
T100332,2024-01-01 16:15:00,SND1178,RCV2222,5066.25,INR,UPI,Mumbai,India,Retail,cash_withdrawal,48.89,0,0,1,0
T100333,2024-01-01 07:42:00,SND1083,RCV2213,480.34,INR,UPI,Ahmedabad,India,Hospitality,transfer,4.28,0,0,0,0
T100334,2024-01-02 11:44:00,SND1099,RCV2143,183.14,INR,UPI,Kolkata,India,Grocery,payment,9.49,0,0,0,0
T100335,2024-01-01 13:15:00,SND1182,RCV2151,428.72,INR,UPI,Bengaluru,India,Retail,payment,33.24,0,0,0,0
T100336,2024-01-01 08:57:00,SND1058,RCV2275,2303.28,INR,IMPS,Mumbai,India,Forex,payment,56.75,0,0,0,0
T100337,2024-01-01 08:11:00,SND1198,RCV2040,1703.51,INR,NEFT,Kolkata,India,Forex,payment,56.84,0,0,0,0
T100338,2024-01-04 18:32:00,SND1098,RCV2252,239.72,INR,UPI,Kolkata,India,Retail,payment,21.09,0,0,0,0
T100339,2024-01-04 22:56:00,SND1104,RCV2188,26.16,INR,NEFT,Mumbai,India,Retail,payment,22.81,0,0,0,0
T100340,2024-01-01 20:42:00,SND1158,RCV2037,768.15,INR,UPI,Chennai,India,CryptoExchange,payment,20.7,0,0,0,0
T100341,2024-01-01 18:05:00,SND1016,RCV2129,1631.74,INR,IMPS,Mumbai,India,Services,payment,0.0,0,0,0,0
T100342,2024-01-01 07:36:00,SND1196,RCV2264,1089.17,INR,UPI,Delhi,India,Retail,payment,22.24,0,0,1,0
T100343,2024-01-01 23:56:00,SND1081,RCV2058,1912.6,INR,UPI,Kolkata,India,Services,payment,15.67,0,0,0,0
T100344,2024-01-02 08:39:00,SND1183,RCV2112,1698.61,INR,NEFT,Delhi,India,Services,payment,16.81,0,0,0,0
T100345,2024-01-02 22:49:00,SND1192,RCV2051,476.07,INR,NEFT,Jaipur,India,Retail,payment,42.56,0,0,0,0
T100346,2024-01-03 10:34:00,SND1165,RCV2181,409.01,INR,UPI,Bengaluru,India,Grocery,payment,10.73,0,0,0,0
T100347,2024-01-02 20:34:00,SND1041,RCV2030,1861.13,INR,Card,Hyderabad,India,Grocery,payment,1.29,0,0,0,0
T100348,2024-01-01 04:24:00,SND_HF_18,RCV2197,4676.65,INR,UPI,Chennai,India,Retail,payment,0.0,1,0,0,0
T100349,2024-01-01 00:28:00,SND1186,RCV2180,521.56,INR,UPI,Kolkata,India,Hospitality,payment,18.68,0,0,0,0
T100350,2024-01-01 19:45:00,SND1139,RCV2287,1643.12,INR,UPI,Surat,India,Retail,payment,12.45,0,0,0,0
T100351,2024-01-01 14:28:00,SND1035,RCV2191,1846.04,INR,NEFT,Surat,India,Retail,cash_withdrawal,18.58,0,0,0,0
T100352,2024-01-02 08:55:00,SND1086,RCV2096,3755.12,INR,IMPS,Delhi,India,Services,transfer,48.35,0,0,0,0
T100353,2024-01-02 14:54:00,SND1148,RCV2208,5161.02,INR,RTGS,Bengaluru,India,CryptoExchange,refund,49.15,0,0,1,1
T100354,2024-01-01 21:06:00,SND1185,RCV2291,809.37,INR,UPI,Hyderabad,India,Retail,payment,26.76,0,0,0,0
T100355,2024-01-02 02:17:00,SND1109,RCV2144,2844.96,INR,UPI,Ahmedabad,India,Electronics,cash_withdrawal,30.61,0,0,0,0
T100356,2024-01-02 21:06:00,SND1148,RCV2151,3148.65,INR,IMPS,Kolkata,India,Services,payment,39.89,0,0,0,0
T100357,2024-01-02 06:19:00,SND1106,RCV2204,948.33,INR,UPI,Bengaluru,India,Retail,payment,10.21,0,0,0,0
T100358,2024-01-03 10:56:00,SND1130,RCV2297,543.37,INR,UPI,Ahmedabad,India,Grocery,payment,14.1,0,0,0,0
T100359,2024-01-02 21:06:00,SND_HF_22,RCV2128,780.94,INR,RTGS,Surat,India,Forex,payment,52.41,0,0,1,1
T100360,2024-01-01 03:59:00,SND1077,RCV2025,728.22,INR,UPI,Kolkata,India,Travel,cash_withdrawal,6.74,0,0,0,0
T100361,2024-01-01 09:41:00,SND1097,RCV2148,11.42,INR,UPI,Jaipur,India,Grocery,payment,0.0,0,0,0,0
T100362,2024-01-03 16:49:00,SND1045,RCV2267,2912.24,INR,UPI,Bengaluru,India,Grocery,refund,14.76,0,0,0,0
T100363,2024-01-01 21:22:00,SND1047,RCV2083,148.39,INR,IMPS,Chennai,India,Retail,payment,8.41,0,0,0,0
T100364,2024-01-02 09:37:00,SND1092,RCV2153,593.06,INR,NEFT,Ahmedabad,India,Services,transfer,3.7,0,0,0,0
T100365,2024-01-02 01:19:00,SND1009,RCV2144,2513.56,INR,UPI,Pune,India,Forex,payment,19.15,0,0,0,0
T100366,2024-01-04 13:17:00,SND1080,RCV2261,1658.0,INR,NEFT,Jaipur,India,Grocery,payment,26.23,0,0,0,0
T100367,2024-01-01 16:14:00,SND1013,RCV2241,1235.25,INR,UPI,Pune,India,Services,payment,10.07,0,0,0,0
T100368,2024-01-03 18:08:00,SND1085,RCV2144,107.78,INR,UPI,Ahmedabad,India,Services,payment,0.0,0,0,0,0
T100369,2024-01-01 03:44:00,SND1095,RCV2297,1064.53,INR,IMPS,Surat,India,Forex,payment,34.62,1,0,1,1
T100370,2024-01-01 01:32:00,SND1032,RCV2017,759.49,INR,NEFT,Bengaluru,India,Forex,payment,8.6,0,0,0,0
T100371,2024-01-05 16:58:00,SND1185,RCV2160,1820.29,INR,UPI,Bengaluru,India,Travel,payment,3.17,0,0,0,0
T100372,2024-01-01 03:21:00,SND1033,RCV2017,1423.81,INR,NEFT,Bengaluru,India,Grocery,payout,30.51,1,1,0,0
T100373,2024-01-01 15:46:00,SND_HF_7,RCV2281,646.65,INR,UPI,Jaipur,India,Grocery,payout,62.22,0,0,0,0
T100374,2024-01-01 04:41:00,SND1177,RCV2247,2153.18,INR,RTGS,Kolkata,India,Hospitality,payment,28.45,1,0,0,0
T100375,2024-01-01 05:20:00,SND1167,RCV2122,2208.4,INR,UPI,Chennai,India,Electronics,payment,0.14,0,0,0,0
T100376,2024-01-01 23:27:00,SND1068,RCV2181,203.02,INR,Card,Delhi,India,Hospitality,cash_withdrawal,3.52,0,0,0,0
T100377,2024-01-02 16:13:00,SND1199,RCV2073,412.97,INR,UPI,Bengaluru,India,Electronics,payment,41.31,0,0,1,0
T100378,2024-01-01 13:47:00,SND1097,RCV2008,308.88,INR,Card,Jaipur,India,Grocery,transfer,43.38,0,0,1,0
T100379,2024-01-01 02:00:00,SND1068,RCV2000,667.29,INR,UPI,Ahmedabad,India,Forex,payout,8.03,0,0,0,0
T100380,2024-01-02 16:15:00,SND1067,RCV2048,1634.15,INR,UPI,Ahmedabad,India,Electronics,payment,18.4,0,0,0,0
T100381,2024-01-01 19:32:00,SND1191,RCV2194,140.34,INR,IMPS,Pune,India,Grocery,payment,37.24,1,0,0,0
T100382,2024-01-01 08:18:00,SND1180,RCV2150,1088.05,INR,UPI,Delhi,India,Hospitality,transfer,2.72,0,0,0,0
T100383,2024-01-01 07:29:00,SND1171,RCV2033,20.75,INR,UPI,Jaipur,India,Retail,payout,26.13,0,0,0,0
T100384,2024-01-01 01:42:00,SND1135,RCV2230,2187.81,INR,UPI,Mumbai,India,Hospitality,payment,55.24,0,1,0,0
T100385,2024-01-01 00:21:00,SND1077,RCV2220,6488.59,INR,UPI,Hyderabad,India,Services,transfer,9.26,0,0,1,0
T100386,2024-01-04 17:07:00,SND1115,RCV2181,467.18,INR,UPI,Hyderabad,India,Services,transfer,30.32,0,0,0,0
T100387,2024-01-02 19:38:00,SND1054,RCV2171,551.93,INR,Card,Pune,India,Grocery,payment,44.61,0,0,0,0
T100388,2024-01-04 20:29:00,SND1134,RCV2041,1166.79,INR,UPI,Delhi,India,Grocery,transfer,24.87,0,0,0,0
T100389,2024-01-06 06:24:00,SND1196,RCV2195,396.72,INR,NEFT,Chennai,India,Jewellery,cash_withdrawal,17.23,0,0,0,0
T100390,2024-01-01 16:10:00,SND_HF_9,RCV2270,623.86,INR,NEFT,Bengaluru,India,Grocery,transfer,28.84,0,0,1,0
T100391,2024-01-01 06:41:00,SND1085,RCV2026,1603.48,INR,IMPS,Delhi,India,Services,payment,8.98,0,0,0,0
T100392,2024-01-01 20:24:00,SND1136,RCV2199,4770.07,INR,UPI,Kolkata,India,Hospitality,payment,11.85,1,0,1,0
T100393,2024-01-03 09:29:00,SND1000,RCV2139,1872.82,INR,UPI,Pune,India,Grocery,payment,8.57,0,0,0,0
T100394,2024-01-02 14:06:00,SND_HF_18,RCV2044,365.43,INR,IMPS,Hyderabad,India,Hospitality,payment,13.36,0,0,0,0
T100395,2024-01-01 14:14:00,SND1006,RCV2003,1894.82,INR,UPI,Bengaluru,India,Grocery,transfer,14.88,0,0,0,0
T100396,2024-01-06 04:57:00,SND1186,RCV2167,676.3,INR,UPI,Jaipur,India,Hospitality,payout,13.86,0,0,1,0
T100397,2024-01-02 16:18:00,SND1076,RCV2170,890.98,INR,UPI,Bengaluru,India,Electronics,payment,35.09,0,0,0,0
T100398,2024-01-01 08:30:00,SND1180,RCV2012,265.05,INR,IMPS,Bengaluru,India,Grocery,payment,34.12,0,0,0,0
T100399,2024-01-01 01:45:00,SND1074,RCV2065,209.63,INR,RTGS,Delhi,India,Electronics,payment,22.88,1,0,0,0
T100400,2024-01-02 16:59:00,SND1090,RCV2165,2200.01,INR,UPI,Mumbai,India,Hospitality,payment,11.05,0,1,0,0
T100401,2024-01-01 02:49:00,SND1063,RCV2169,10447.78,INR,UPI,Hyderabad,India,Forex,payment,66.95,0,0,1,1
T100402,2024-01-04 08:30:00,SND1091,RCV2147,127.39,INR,UPI,Surat,India,Electronics,payment,9.71,0,0,0,0
T100403,2024-01-02 17:18:00,SND1094,RCV2063,1538.76,INR,UPI,Kolkata,India,Grocery,transfer,0.0,0,0,0,0
T100404,2024-01-01 02:35:00,SND1020,RCV2101,111.26,INR,IMPS,Delhi,India,Services,payment,0.0,0,0,0,0
