amount,location,timestamp,business_account,location_flag,odd_time,large_amount,label
274,Delhi,2024-09-09 11:20:33,0,1,0,0,0
752,West Bengal,2024-06-12 13:33:22,1,0,0,0,0
280,Maharashtra,2024-04-24 11:55:52,0,0,0,0,0
8142,Rajasthan,2024-12-02 18:37:55,1,0,0,0,0
867,Telangana,2024-06-15 16:58:50,0,0,0,0,0
203,Uttar Pradesh,2024-08-03 09:40:26,0,0,0,0,0
278,Andhra Pradesh,2024-03-14 12:44:01,0,0,0,0,0
6223,Telangana,2024-10-26 15:54:25,0,0,0,0,0
470,Tamil Nadu,2024-12-24 14:15:00,1,0,0,0,0
166,Rajasthan,2024-06-12 08:58:43,0,0,0,0,0
1451,Karnataka,2024-06-30 12:58:53,0,0,0,0,0
1209,Uttar Pradesh,2024-05-20 10:16:31,1,0,0,0,0
186,Maharashtra,2024-06-07 18:55:48,0,0,0,0,0
1363,West Bengal,2024-05-20 21:20:35,1,0,0,0,0
1321,Karnataka,2024-08-21 08:55:33,1,0,0,0,0
1064,Delhi,2024-11-25 08:28:14,1,1,0,0,0
3258,Maharashtra,2024-01-16 20:17:09,1,0,0,0,0
1772,Uttar Pradesh,2024-12-23 14:54:42,1,0,0,0,0
183,Uttar Pradesh,2024-08-14 07:58:18,0,0,0,0,0
344,Maharashtra,2024-03-01 18:39:44,1,0,0,0,0
323,Delhi,2024-10-20 19:34:38,1,1,0,0,0
60,Telangana,2024-05-16 13:01:09,0,0,0,0,0
363,Maharashtra,2024-02-12 08:21:35,1,0,0,0,0
249,Delhi,2024-04-13 18:13:26,1,1,0,0,0
2764,Maharashtra,2024-06-16 20:32:33,1,0,0,0,0
248,Telangana,2024-07-04 17:49:46,1,0,0,0,0
121,Maharashtra,2024-06-04 08:53:30,1,0,0,0,0
324,Gujarat,2024-12-26 21:04:12,1,0,0,0,0
3794,Delhi,2024-01-29 20:49:04,0,1,0,0,0
894,Karnataka,2024-09-27 17:09:54,1,0,0,0,0
511,Delhi,2024-12-03 10:57:52,0,1,0,0,0
56,Delhi,2024-12-09 10:48:44,0,1,0,0,0
479,Gujarat,2024-11-09 12:01:53,1,0,0,0,0
4884,Gujarat,2024-02-28 18:37:36,0,0,0,0,0
485,Karnataka,2024-10-07 21:19:18,0,0,0,0,0
431,Rajasthan,2024-11-08 15:36:07,0,0,0,0,0
652,Delhi,2024-11-18 17:08:22,1,1,0,0,0
2227,Gujarat,2024-02-08 18:11:57,1,0,0,0,0
99,Delhi,2024-09-20 23:22:14,1,1,0,0,0
328,Maharashtra,2024-01-25 11:33:05,1,0,0,0,0
205,Rajasthan,2024-05-29 05:36:29,0,0,0,0,0
353,Maharashtra,2024-02-23 19:14:02,0,0,0,0,0
403,Tamil Nadu,2024-04-02 15:20:02,1,0,0,0,0
169,Tamil Nadu,2024-08-22 19:28:26,0,0,0,0,0
2114,Karnataka,2024-02-04 10:46:35,1,0,0,0,0
842,Tamil Nadu,2024-08-27 20:23:32,1,0,0,0,0
845,Telangana,2024-10-01 16:57:38,1,0,0,0,0
360,Karnataka,2024-09-28 20:07:52,1,0,0,0,0
2187,Uttar Pradesh,2024-02-22 17:21:33,1,0,0,0,0
128,Telangana,2024-03-11 17:18:03,1,0,0,0,0
394,West Bengal,2024-05-07 14:59:14,1,0,0,0,0
209,Maharashtra,2024-06-03 19:02:12,1,0,0,0,0
205,Uttar Pradesh,2024-09-15 12:45:44,0,0,0,0,0
558,Maharashtra,2024-06-01 07:27:29,1,0,0,0,0
825,Maharashtra,2024-11-03 21:15:05,1,0,0,0,0
3202,Gujarat,2024-02-16 21:33:49,1,0,0,0,0
72,Gujarat,2024-09-24 09:56:52,1,0,0,0,0
884,Gujarat,2024-08-05 09:24:55,1,0,0,0,0
1740,Uttar Pradesh,2024-02-13 11:06:19,1,0,0,0,0
256,Gujarat,2024-04-04 13:37:01,0,0,0,0,0
172,Karnataka,2024-09-23 19:12:17,0,0,0,0,0
2728,West Bengal,2024-03-13 17:29:41,0,0,0,0,0
167,Rajasthan,2024-09-05 14:43:20,0,0,0,0,0
4045,Karnataka,2024-12-08 11:43:36,1,0,0,0,0
254,Maharashtra,2024-01-12 12:32:34,0,0,0,0,0
203,Tamil Nadu,2024-12-01 09:35:59,0,0,0,0,0
972,Rajasthan,2024-10-03 08:53:45,1,0,0,0,0
439,Maharashtra,2024-10-16 10:14:02,1,0,0,0,0
1669,Maharashtra,2024-02-04 09:13:27,1,0,0,0,0
4805,West Bengal,2024-10-28 11:27:00,0,0,0,0,0
792,Rajasthan,2024-06-24 17:22:23,1,0,0,0,0
198,Uttar Pradesh,2024-12-18 03:06:51,0,0,1,0,0
157,Uttar Pradesh,2024-06-16 17:59:07,0,0,0,0,0
217,Telangana,2024-07-30 08:40:57,0,0,0,0,0
54,Andhra Pradesh,2024-01-26 14:09:25,0,0,0,0,0
313,Maharashtra,2024-06-28 21:30:32,0,0,0,0,0
90,Delhi,2024-08-09 22:02:06,1,1,0,0,0
879,Tamil Nadu,2024-07-07 13:54:52,0,0,0,0,0
471,Uttar Pradesh,2024-11-19 14:59:30,1,0,0,0,0
225,Tamil Nadu,2024-08-30 18:24:48,0,0,0,0,0
45,Maharashtra,2024-04-02 18:49:38,0,0,0,0,0
1748,Rajasthan,2024-03-25 17:30:21,0,0,0,0,0
239,Maharashtra,2024-06-23 10:52:55,1,0,0,0,0
1402,Maharashtra,2024-08-06 19:45:29,1,0,0,0,0
181,Rajasthan,2024-10-31 16:56:50,0,0,0,0,0
2045,Maharashtra,2024-12-30 07:42:12,1,0,0,0,0
642,Andhra Pradesh,2024-03-03 03:56:49,0,0,1,0,0
916,Telangana,2024-09-29 12:51:08,0,0,0,0,0
3290,West Bengal,2024-11-09 08:24:26,1,0,0,0,0
6564,Andhra Pradesh,2024-06-18 14:55:23,1,0,0,0,0
372,Gujarat,2024-11-25 22:43:55,1,0,0,0,0
246,Maharashtra,2024-11-23 14:13:42,1,0,0,0,0
252,Tamil Nadu,2024-10-19 16:40:07,1,0,0,0,0
1524,Tamil Nadu,2024-04-24 17:56:08,1,0,0,0,0
253,Karnataka,2024-07-06 10:08:45,1,0,0,0,0
416,Karnataka,2024-12-21 09:54:40,1,0,0,0,0
1141,Andhra Pradesh,2024-01-20 17:54:01,1,0,0,0,0
2229,Uttar Pradesh,2024-09-20 07:19:52,1,0,0,0,0
851,Karnataka,2024-07-01 14:59:13,0,0,0,0,0
156,Maharashtra,2024-10-24 11:42:56,1,0,0,0,0
320,Tamil Nadu,2024-07-22 21:34:00,0,0,0,0,0
201,Uttar Pradesh,2024-11-27 16:29:27,0,0,0,0,0
2105,Tamil Nadu,2024-08-22 10:42:31,1,0,0,0,0
4172,Karnataka,2024-01-23 17:40:44,1,0,0,0,0
621,Gujarat,2024-04-14 17:42:56,0,0,0,0,0
1443,Karnataka,2024-05-11 16:16:15,1,0,0,0,0
106,Andhra Pradesh,2024-12-30 20:40:01,0,0,0,0,0
331,Delhi,2024-08-30 19:48:09,1,1,0,0,0
220,Karnataka,2024-11-12 07:00:51,0,0,0,0,0
2249,Delhi,2024-03-21 19:41:51,1,1,0,0,0
1369,Tamil Nadu,2024-06-16 22:42:59,1,0,0,0,0
236,West Bengal,2024-02-02 17:06:03,0,0,0,0,0
927,Gujarat,2024-03-19 13:21:44,0,0,0,0,0
2904,West Bengal,2024-05-03 07:09:05,1,0,0,0,0
305,Karnataka,2024-09-24 08:37:52,1,0,0,0,0
79,Andhra Pradesh,2024-04-14 16:37:45,0,0,0,0,0
1641,Uttar Pradesh,2024-09-17 06:48:19,1,0,0,0,0
338,Delhi,2024-12-05 12:39:13,1,1,0,0,0
5381,Karnataka,2024-09-21 15:57:42,0,0,0,0,0
353,Telangana,2024-08-07 15:56:59,1,0,0,0,0
1849,West Bengal,2024-06-12 19:02:08,1,0,0,0,0
216,Rajasthan,2024-11-06 18:25:54,0,0,0,0,0
511,Telangana,2024-08-13 15:29:19,1,0,0,0,0
987,Karnataka,2024-06-29 18:33:55,0,0,0,0,0
6634,Tamil Nadu,2024-08-10 19:06:38,0,0,0,0,0
703,Telangana,2024-05-01 15:37:30,0,0,0,0,0
4410,Karnataka,2024-04-21 22:13:25,1,0,0,0,0
3540,Delhi,2024-11-02 20:35:58,1,1,0,0,0
3695,Maharashtra,2024-04-14 19:41:30,1,0,0,0,0
977,Maharashtra,2024-04-08 02:22:23,1,0,1,0,0
1441,Uttar Pradesh,2024-08-11 11:59:49,1,0,0,0,0
937,Andhra Pradesh,2024-01-06 21:38:39,1,0,0,0,0
47,Telangana,2024-12-16 21:32:50,0,0,0,0,0
865,Andhra Pradesh,2024-09-18 17:26:37,1,0,0,0,0
739,Uttar Pradesh,2024-11-30 16:45:16,1,0,0,0,0
243,Tamil Nadu,2024-09-25 21:25:26,1,0,0,0,0
1438,West Bengal,2024-07-13 12:01:56,0,0,0,0,0
898,Karnataka,2024-01-25 23:47:28,0,0,0,0,0
353,Maharashtra,2024-04-18 11:21:05,1,0,0,0,0
4830,Rajasthan,2024-04-21 10:22:00,1,0,0,0,0
672,Gujarat,2024-04-29 10:01:31,1,0,0,0,0
1093,Telangana,2024-03-15 19:56:03,1,0,0,0,0
2480,Delhi,2024-12-07 22:57:31,1,1,0,0,0
301,Karnataka,2024-04-12 18:23:16,1,0,0,0,0
700,Tamil Nadu,2024-01-25 12:23:36,1,0,0,0,0
489,Tamil Nadu,2024-12-16 11:25:03,0,0,0,0,0
517,Karnataka,2024-12-19 14:25:30,1,0,0,0,0
201,Rajasthan,2024-09-14 20:24:21,1,0,0,0,0
370,Karnataka,2024-09-28 16:13:44,0,0,0,0,0
3092,Gujarat,2024-03-17 10:14:40,0,0,0,0,0
164,Delhi,2024-12-19 11:50:28,0,1,0,0,0
370,Uttar Pradesh,2024-11-29 12:17:26,1,0,0,0,0
2128,Tamil Nadu,2024-05-05 09:22:12,0,0,0,0,0
7472,West Bengal,2024-04-08 19:59:19,1,0,0,0,0
2369,Maharashtra,2024-03-04 14:30:17,1,0,0,0,0
1414,Karnataka,2024-11-21 13:16:12,0,0,0,0,0
719,Maharashtra,2024-06-06 08:53:45,1,0,0,0,0
826,Rajasthan,2024-12-27 18:38:23,1,0,0,0,0
3105,Rajasthan,2024-03-16 14:15:51,1,0,0,0,0
803,Karnataka,2024-10-04 16:31:38,1,0,0,0,0
905,Uttar Pradesh,2024-02-24 22:57:38,1,0,0,0,0
350,Tamil Nadu,2024-01-17 09:14:47,1,0,0,0,0
229,Andhra Pradesh,2024-08-20 21:32:25,1,0,0,0,0
180,Delhi,2024-04-23 11:13:07,1,1,0,0,0
2141,Andhra Pradesh,2024-01-27 14:59:57,0,0,0,0,0
685,Karnataka,2024-06-18 20:38:43,0,0,0,0,0
2920,Telangana,2024-09-02 12:41:52,1,0,0,0,0
394,Karnataka,2024-08-11 09:30:13,1,0,0,0,0
3342,Gujarat,2024-11-03 22:12:36,1,0,0,0,0
1682,Karnataka,2024-04-30 18:27:36,1,0,0,0,0
5966,Karnataka,2024-09-18 06:53:51,1,0,0,0,0
362,Andhra Pradesh,2024-09-16 13:57:47,0,0,0,0,0
816,Maharashtra,2024-11-28 16:41:13,1,0,0,0,0
1379,Telangana,2024-12-28 10:53:20,0,0,0,0,0
334,Rajasthan,2024-02-24 14:56:38,1,0,0,0,0
3795,Gujarat,2024-11-12 11:44:09,1,0,0,0,0
867,Tamil Nadu,2024-05-12 12:17:35,1,0,0,0,0
979,Rajasthan,2024-01-30 11:28:36,1,0,0,0,0
3268,Rajasthan,2024-08-09 12:25:10,1,0,0,0,0
1873,West Bengal,2024-03-02 22:05:17,1,0,0,0,0
4624,Rajasthan,2024-07-20 18:32:54,1,0,0,0,0
250,Rajasthan,2024-06-09 15:20:39,0,0,0,0,0
316,Karnataka,2024-07-23 19:46:59,1,0,0,0,0
115,Gujarat,2024-11-10 17:10:36,1,0,0,0,0
244,Maharashtra,2024-05-13 21:22:00,1,0,0,0,0
842,Gujarat,2024-05-02 08:23:06,0,0,0,0,0
2367,Rajasthan,2024-12-15 17:53:29,0,0,0,0,0
3934,Telangana,2024-04-06 08:41:56,1,0,0,0,0
639,Andhra Pradesh,2024-10-17 08:46:44,0,0,0,0,0
285,Karnataka,2024-10-08 17:26:33,0,0,0,0,0
191,Gujarat,2024-06-27 19:39:03,0,0,0,0,0
440,Maharashtra,2024-09-08 10:51:15,0,0,0,0,0
450,Karnataka,2024-12-08 06:56:14,1,0,0,0,0
126,Gujarat,2024-07-19 17:52:28,0,0,0,0,0
1014,Uttar Pradesh,2024-02-21 17:20:47,0,0,0,0,0
296,Karnataka,2024-02-04 14:14:40,0,0,0,0,0
152,Tamil Nadu,2024-05-12 08:51:46,0,0,0,0,0
738,Delhi,2024-10-13 15:00:08,1,1,0,0,0
2156,Uttar Pradesh,2024-08-30 19:30:44,1,0,0,0,0
177,Telangana,2024-07-25 21:48:17,1,0,0,0,0
248,Telangana,2024-10-21 21:41:07,0,0,0,0,0
70,Maharashtra,2024-12-19 19:32:18,0,0,0,0,0
304,West Bengal,2024-03-01 15:06:15,1,0,0,0,0
174,Maharashtra,2024-01-29 21:32:46,1,0,0,0,0
174,Gujarat,2024-06-03 09:50:56,0,0,0,0,0
807,Gujarat,2024-09-20 09:53:39,0,0,0,0,0
228,Gujarat,2024-04-08 20:03:29,1,0,0,0,0
1354,West Bengal,2024-10-14 15:04:54,1,0,0,0,0
1873,Uttar Pradesh,2024-09-29 17:51:20,1,0,0,0,0
102,Karnataka,2024-09-12 08:17:53,1,0,0,0,0
1548,Gujarat,2024-01-12 09:59:06,0,0,0,0,0
922,Gujarat,2024-10-29 17:57:51,1,0,0,0,0
825,Delhi,2024-09-01 13:58:49,1,1,0,0,0
133,Uttar Pradesh,2024-01-26 21:07:20,1,0,0,0,0
291,Tamil Nadu,2024-07-07 09:18:53,0,0,0,0,0
3142,Karnataka,2024-11-04 15:06:19,0,0,0,0,0
101,Gujarat,2024-01-16 10:32:04,1,0,0,0,0
472,Maharashtra,2024-07-06 14:27:28,1,0,0,0,0
316,Karnataka,2024-03-04 21:43:25,0,0,0,0,0
144,Andhra Pradesh,2024-09-16 23:53:31,0,0,0,0,0
60,Maharashtra,2024-04-02 12:09:34,1,0,0,0,0
633,Uttar Pradesh,2024-10-24 20:03:01,1,0,0,0,0
2614,Telangana,2024-05-07 19:34:56,0,0,0,0,0
400,Gujarat,2024-07-26 11:39:41,0,0,0,0,0
471,Gujarat,2024-12-27 15:50:21,0,0,0,0,0
1117,Delhi,2024-10-05 13:22:58,1,1,0,0,0
2134,Uttar Pradesh,2024-11-22 19:03:15,1,0,0,0,0
1818,Rajasthan,2024-10-10 10:40:37,1,0,0,0,0
75,Karnataka,2024-04-05 14:17:02,0,0,0,0,0
859,Delhi,2024-08-25 10:18:08,1,1,0,0,0
412,Andhra Pradesh,2024-04-12 20:41:04,0,0,0,0,0
2374,Maharashtra,2024-02-15 22:26:48,1,0,0,0,0
231,Gujarat,2024-02-10 11:20:09,1,0,0,0,0
1645,Andhra Pradesh,2024-05-30 19:39:38,0,0,0,0,0
780,West Bengal,2024-11-19 20:37:42,1,0,0,0,0
1247,Uttar Pradesh,2024-03-04 02:57:19,1,0,1,0,0
140,Uttar Pradesh,2024-07-24 13:02:47,0,0,0,0,0
9343,Uttar Pradesh,2024-03-26 11:25:29,1,0,0,0,0
983,West Bengal,2024-07-28 19:46:50,1,0,0,0,0
1886,Maharashtra,2024-12-15 17:25:26,1,0,0,0,0
67,Andhra Pradesh,2024-07-20 19:33:35,0,0,0,0,0
863,Tamil Nadu,2024-10-10 11:00:06,0,0,0,0,0
467,Karnataka,2024-08-07 17:48:32,1,0,0,0,0
2575,Telangana,2024-02-18 20:22:00,1,0,0,0,0
1303,Tamil Nadu,2024-10-14 08:16:14,1,0,0,0,0
132,Uttar Pradesh,2024-03-12 12:52:29,0,0,0,0,0
2194,Karnataka,2024-03-27 21:46:09,1,0,0,0,0
537,Telangana,2024-04-23 16:26:29,0,0,0,0,0
4911,West Bengal,2024-07-24 15:38:26,1,0,0,0,0
981,Maharashtra,2024-09-19 15:30:20,0,0,0,0,0
964,Uttar Pradesh,2024-12-09 19:39:26,1,0,0,0,0
1227,Uttar Pradesh,2024-04-07 15:41:55,1,0,0,0,0
269,Andhra Pradesh,2024-12-18 19:27:40,0,0,0,0,0
1216,Telangana,2024-09-26 10:08:12,1,0,0,0,0
408,Delhi,2024-09-02 14:29:44,0,1,0,0,0
999,Rajasthan,2024-04-14 22:16:32,1,0,0,0,0
280,Uttar Pradesh,2024-09-11 07:57:26,1,0,0,0,0
1078,Maharashtra,2024-01-01 21:27:27,0,0,0,0,0
1362,West Bengal,2024-12-09 16:55:23,1,0,0,0,0
1895,Uttar Pradesh,2024-01-22 03:54:49,1,0,1,0,0
1556,Telangana,2024-12-04 13:19:48,1,0,0,0,0
494,Karnataka,2024-02-29 19:16:47,1,0,0,0,0
443,Andhra Pradesh,2024-04-08 20:31:17,1,0,0,0,0
156,Maharashtra,2024-05-20 10:42:55,1,0,0,0,0
222,Maharashtra,2024-09-19 20:00:01,1,0,0,0,0
1922,Maharashtra,2024-07-17 20:47:00,0,0,0,0,0
95,Telangana,2024-07-17 09:08:14,0,0,0,0,0
397,Maharashtra,2024-06-21 20:21:05,0,0,0,0,0
1363,Maharashtra,2024-06-03 12:39:02,1,0,0,0,0
2296,Gujarat,2024-05-23 08:44:42,1,0,0,0,0
754,West Bengal,2024-03-13 12:34:15,0,0,0,0,0
343,Telangana,2024-04-04 20:55:20,1,0,0,0,0
697,Uttar Pradesh,2024-06-27 08:17:52,1,0,0,0,0
235,Karnataka,2024-04-16 19:31:06,1,0,0,0,0
743,West Bengal,2024-09-13 21:19:02,0,0,0,0,0
1823,Karnataka,2024-10-05 13:32:02,1,0,0,0,0
153,Uttar Pradesh,2024-10-09 17:03:08,1,0,0,0,0
3854,Uttar Pradesh,2024-01-06 07:47:16,1,0,0,0,0
4308,Uttar Pradesh,2024-07-16 13:46:05,1,0,0,0,0
105,Uttar Pradesh,2024-08-08 16:02:36,1,0,0,0,0
817,Delhi,2024-07-28 13:57:06,0,1,0,0,0
121,Uttar Pradesh,2024-04-07 20:58:04,0,0,0,0,0
785,Gujarat,2024-01-25 18:26:22,1,0,0,0,0
59,Karnataka,2024-08-05 01:13:38,1,0,1,0,0
3146,Maharashtra,2024-03-13 08:55:38,1,0,0,0,0
70,Tamil Nadu,2024-02-27 18:44:28,0,0,0,0,0
2085,Tamil Nadu,2024-08-13 08:33:48,0,0,0,0,0
195,Telangana,2024-04-13 10:35:58,1,0,0,0,0
337,Delhi,2024-11-24 05:26:30,1,1,0,0,0
280,Andhra Pradesh,2024-07-13 10:30:25,0,0,0,0,0
2378,Telangana,2024-03-25 21:07:53,1,0,0,0,0
394,Delhi,2024-06-16 18:51:44,1,1,0,0,0
555,Delhi,2024-04-27 19:58:38,0,1,0,0,0
4141,Tamil Nadu,2024-11-11 11:32:29,1,0,0,0,0
389,Telangana,2024-06-11 18:53:41,0,0,0,0,0
1855,Uttar Pradesh,2024-06-07 19:47:36,0,0,0,0,0
574,Tamil Nadu,2024-06-22 20:21:31,1,0,0,0,0
3657,West Bengal,2024-06-02 17:00:59,0,0,0,0,0
425,Maharashtra,2024-01-17 10:04:37,1,0,0,0,0
1197,Maharashtra,2024-07-07 20:52:08,0,0,0,0,0
892,Karnataka,2024-12-09 18:07:13,1,0,0,0,0
91,Gujarat,2024-03-04 17:42:47,0,0,0,0,0
2002,Gujarat,2024-11-07 20:08:02,1,0,0,0,0
3574,Karnataka,2024-05-15 08:42:49,1,0,0,0,0
1053,Karnataka,2024-12-14 18:35:54,0,0,0,0,0
171,Maharashtra,2024-01-11 13:12:46,1,0,0,0,0
370,West Bengal,2024-10-28 21:46:18,1,0,0,0,0
1059,Tamil Nadu,2024-10-21 20:08:50,1,0,0,0,0
1931,Karnataka,2024-01-19 16:09:08,1,0,0,0,0
180,Telangana,2024-05-12 08:10:48,0,0,0,0,0
4799,Maharashtra,2024-03-09 19:38:43,1,0,0,0,0
1356,Gujarat,2024-11-03 12:50:13,0,0,0,0,0
1639,Tamil Nadu,2024-02-11 19:42:36,1,0,0,0,0
363,Gujarat,2024-11-22 21:22:03,0,0,0,0,0
374,Maharashtra,2024-03-23 06:09:00,0,0,0,0,0
885,Andhra Pradesh,2024-01-21 15:09:59,1,0,0,0,0
1469,Karnataka,2024-08-28 16:11:02,1,0,0,0,0
502,Delhi,2024-11-03 08:37:03,1,1,0,0,0
106,Maharashtra,2024-12-20 10:02:07,0,0,0,0,0
257,Delhi,2024-01-30 14:18:36,0,1,0,0,0
168,Telangana,2024-07-18 18:41:50,0,0,0,0,0
5530,West Bengal,2024-01-24 07:53:22,1,0,0,0,0
6844,Andhra Pradesh,2024-02-18 12:52:16,0,0,0,0,0
526,Tamil Nadu,2024-07-13 19:24:35,1,0,0,0,0
253,Rajasthan,2024-09-24 14:13:40,0,0,0,0,0
807,Tamil Nadu,2024-11-24 20:47:23,0,0,0,0,0
2678,West Bengal,2024-03-19 08:13:40,1,0,0,0,0
623,Maharashtra,2024-12-25 14:52:01,0,0,0,0,0
1027,Telangana,2024-01-29 18:02:01,1,0,0,0,0
374,Telangana,2024-07-18 21:18:59,1,0,0,0,0
566,Rajasthan,2024-05-11 22:39:40,1,0,0,0,0
4198,Rajasthan,2024-09-26 19:24:42,0,0,0,0,0
1739,Maharashtra,2024-12-25 13:55:29,1,0,0,0,0
2713,Maharashtra,2024-04-03 12:00:38,1,0,0,0,0
770,Telangana,2024-04-25 18:04:29,0,0,0,0,0
552,Andhra Pradesh,2024-03-26 19:40:30,1,0,0,0,0
1014,Telangana,2024-06-19 01:30:02,0,0,1,0,0
327,Delhi,2024-04-14 17:44:21,1,1,0,0,0
695,Andhra Pradesh,2024-01-13 18:51:52,1,0,0,0,0
2137,Karnataka,2024-01-08 18:23:22,1,0,0,0,0
1586,Andhra Pradesh,2024-06-26 21:52:59,1,0,0,0,0
1464,Tamil Nadu,2024-04-18 16:35:47,1,0,0,0,0
686,Rajasthan,2024-08-25 17:35:17,0,0,0,0,0
477,Uttar Pradesh,2024-04-14 13:51:09,0,0,0,0,0
316,Andhra Pradesh,2024-06-04 21:37:08,0,0,0,0,0
3511,Uttar Pradesh,2024-08-13 22:48:35,1,0,0,0,0
2272,West Bengal,2024-08-22 10:02:58,1,0,0,0,0
1810,Telangana,2024-10-04 16:35:24,1,0,0,0,0
860,Delhi,2024-01-02 22:39:40,0,1,0,0,0
602,Delhi,2024-09-17 19:57:10,1,1,0,0,0
1114,Uttar Pradesh,2024-03-21 15:42:21,1,0,0,0,0
96,Delhi,2024-07-01 18:56:01,1,1,0,0,0
302,Telangana,2024-05-10 13:41:27,0,0,0,0,0
1172,Karnataka,2024-02-22 02:29:12,0,0,1,0,0
146,West Bengal,2024-12-10 22:55:02,1,0,0,0,0
692,Maharashtra,2024-07-17 01:49:30,1,0,1,0,0
74,Rajasthan,2024-06-13 19:31:52,1,0,0,0,0
464,Telangana,2024-07-13 10:41:29,0,0,0,0,0
574,Uttar Pradesh,2024-06-30 22:02:47,1,0,0,0,0
261,Andhra Pradesh,2024-09-10 10:24:52,1,0,0,0,0
3005,Maharashtra,2024-12-10 01:25:36,1,0,1,0,0
1977,Delhi,2024-05-15 14:36:34,0,1,0,0,0
325,Gujarat,2024-01-16 15:20:30,1,0,0,0,0
2382,Uttar Pradesh,2024-05-26 00:06:47,1,0,1,0,0
80,Delhi,2024-02-05 19:09:14,0,1,0,0,0
527,Gujarat,2024-03-24 20:31:26,1,0,0,0,0
342,Delhi,2024-08-15 16:58:53,0,1,0,0,0
310,Tamil Nadu,2024-10-18 16:05:05,1,0,0,0,0
154,Gujarat,2024-03-19 18:09:43,1,0,0,0,0
3949,Andhra Pradesh,2024-04-06 21:33:16,0,0,0,0,0
117,Gujarat,2024-04-17 13:28:07,0,0,0,0,0
597,Maharashtra,2024-04-18 11:22:28,1,0,0,0,0
230,Andhra Pradesh,2024-12-02 07:27:14,1,0,0,0,0
437,Rajasthan,2024-11-24 20:59:28,1,0,0,0,0
488,Gujarat,2024-08-20 16:28:39,1,0,0,0,0
686,Delhi,2024-12-04 13:04:44,0,1,0,0,0
616,Rajasthan,2024-12-27 16:22:54,1,0,0,0,0
1421,Tamil Nadu,2024-06-12 20:59:24,1,0,0,0,0
1324,Maharashtra,2024-09-05 14:45:48,1,0,0,0,0
2246,Karnataka,2024-04-08 21:55:13,1,0,0,0,0
2173,Gujarat,2024-09-29 21:40:17,0,0,0,0,0
61,Maharashtra,2024-08-19 16:05:01,0,0,0,0,0
170,Gujarat,2024-11-18 10:59:06,0,0,0,0,0
1344,West Bengal,2024-04-13 17:51:35,1,0,0,0,0
2884,Maharashtra,2024-07-01 23:12:42,1,0,0,0,0
252,Gujarat,2024-03-18 21:21:01,1,0,0,0,0
299,Telangana,2024-03-31 19:19:38,1,0,0,0,0
799,West Bengal,2024-05-14 12:19:21,0,0,0,0,0
1009,Telangana,2024-10-03 07:00:03,0,0,0,0,0
3274,Delhi,2024-07-02 18:18:10,1,1,0,0,0
128,Tamil Nadu,2024-08-24 19:03:09,0,0,0,0,0
1995,Gujarat,2024-09-06 10:28:01,0,0,0,0,0
699,Rajasthan,2024-02-19 14:19:13,1,0,0,0,0
2720,Gujarat,2024-09-16 19:51:14,1,0,0,0,0
550,Maharashtra,2024-06-02 18:23:01,1,0,0,0,0
2993,Maharashtra,2024-07-21 11:43:29,1,0,0,0,0
631,Maharashtra,2024-02-02 18:57:32,1,0,0,0,0
310,Telangana,2024-05-28 15:20:32,0,0,0,0,0
2520,Gujarat,2024-06-11 15:35:07,1,0,0,0,0
380,Uttar Pradesh,2024-04-14 20:44:42,1,0,0,0,0
2724,Delhi,2024-10-30 15:11:23,1,1,0,0,0
307,West Bengal,2024-07-20 14:59:29,1,0,0,0,0
698,Rajasthan,2024-01-01 10:11:30,1,0,0,0,0
2493,Andhra Pradesh,2024-05-03 18:05:28,1,0,0,0,0
473,Tamil Nadu,2024-11-09 23:12:24,0,0,0,0,0
129,Uttar Pradesh,2024-10-20 00:45:58,0,0,1,0,0
465,Delhi,2024-05-27 23:43:00,1,1,0,0,0
253,Tamil Nadu,2024-03-27 12:18:18,1,0,0,0,0
3815,Karnataka,2024-02-20 14:00:03,1,0,0,0,0
410,Gujarat,2024-11-04 15:07:16,1,0,0,0,0
152,Tamil Nadu,2024-05-04 21:33:53,0,0,0,0,0
745,Karnataka,2024-10-13 13:18:09,1,0,0,0,0
1487,Rajasthan,2024-01-27 13:24:43,1,0,0,0,0
3810,Andhra Pradesh,2024-02-02 20:23:27,0,0,0,0,0
721,Maharashtra,2024-01-21 14:15:18,1,0,0,0,0
311,Maharashtra,2024-10-27 19:58:21,0,0,0,0,0
2665,Delhi,2024-03-02 18:22:40,0,1,0,0,0
4346,Telangana,2024-10-13 07:28:29,1,0,0,0,0
399,Karnataka,2024-06-05 16:35:13,0,0,0,0,0
389,Andhra Pradesh,2024-11-13 14:47:10,1,0,0,0,0
37,Telangana,2024-07-13 19:33:51,0,0,0,0,0
1560,Karnataka,2024-05-02 20:38:22,0,0,0,0,0
245,Karnataka,2024-07-03 18:53:35,1,0,0,0,0
1406,Maharashtra,2024-12-29 09:32:18,1,0,0,0,0
211,Delhi,2024-09-30 01:44:42,1,1,1,0,0
330,Uttar Pradesh,2024-03-22 12:36:21,1,0,0,0,0
609,Delhi,2024-05-22 23:29:21,0,1,0,0,0
108,Uttar Pradesh,2024-06-10 18:40:00,0,0,0,0,0
371,Rajasthan,2024-11-10 17:25:41,1,0,0,0,0
584,Karnataka,2024-07-08 18:10:45,0,0,0,0,0
856,Karnataka,2024-01-12 17:19:48,0,0,0,0,0
